TrialEndTime,StimulusOnsetTime,StimulusOffsetTime,Stimulus,KeysPressed,FeltCorrectly,RT1_seconds,RT2_seconds,RT3_seconds,Keypress1_Timestamp,Keypress2_Timestamp,Keypress3_Timestamp
2026-01-15 13:58:18.524359,2026-01-15 13:58:16.664716,2026-01-15 13:58:17.523555,VAH,1,NO,0.547,,,2026-01-15 13:58:17.211669,,
2026-01-15 13:58:29.566546,2026-01-15 13:58:27.917591,2026-01-15 13:58:28.565780,A,2,YES,1.160,,,2026-01-15 13:58:29.077871,,
2026-01-15 13:58:39.530833,2026-01-15 13:58:37.863520,2026-01-15 13:58:38.529992,VA,1,NO,0.552,,,2026-01-15 13:58:38.415046,,
2026-01-15 13:58:49.620367,2026-01-15 13:58:47.959771,2026-01-15 13:58:48.619676,A,2,YES,0.785,,,2026-01-15 13:58:48.744454,,
2026-01-15 13:58:57.891801,2026-01-15 13:58:56.381066,2026-01-15 13:58:56.889291,V,1,YES,0.578,,,2026-01-15 13:58:56.959542,,
2026-01-15 13:59:07.095823,2026-01-15 13:59:05.438589,2026-01-15 13:59:06.094177,VH,,NO,,,,,,
2026-01-15 13:59:14.348321,2026-01-15 13:59:12.696640,2026-01-15 13:59:13.347674,VA,1,NO,0.534,,,2026-01-15 13:59:13.231000,,
2026-01-15 13:59:23.826993,2026-01-15 13:59:22.165996,2026-01-15 13:59:22.826275,H,3,YES,0.945,,,2026-01-15 13:59:23.110545,,
2026-01-15 13:59:33.684552,2026-01-15 13:59:31.858455,2026-01-15 13:59:32.683901,VAH,1,NO,0.716,,,2026-01-15 13:59:32.574172,,
2026-01-15 13:59:43.816217,2026-01-15 13:59:42.300050,2026-01-15 13:59:42.818825,V,1,YES,0.565,,,2026-01-15 13:59:42.865184,,
2026-01-15 13:59:52.092993,2026-01-15 13:59:50.276430,2026-01-15 13:59:51.092259,AH,3,NO,0.717,,,2026-01-15 13:59:50.993538,,
2026-01-15 14:00:00.335615,2026-01-15 13:59:58.675412,2026-01-15 13:59:59.334775,A,2,YES,0.746,,,2026-01-15 13:59:59.421711,,
2026-01-15 14:00:10.578620,2026-01-15 14:00:08.908656,2026-01-15 14:00:09.578317,VA,1,NO,0.504,,,2026-01-15 14:00:09.412286,,
2026-01-15 14:00:20.354615,2026-01-15 14:00:18.701086,2026-01-15 14:00:19.357656,H,3,YES,0.726,,,2026-01-15 14:00:19.427430,,
2026-01-15 14:00:28.882700,2026-01-15 14:00:27.074014,2026-01-15 14:00:27.881893,VAH,1,NO,0.640,,,2026-01-15 14:00:27.714469,,
2026-01-15 14:00:35.359884,2026-01-15 14:00:33.516778,2026-01-15 14:00:34.359002,VAH,"3,2",NO,0.950,1.090,,2026-01-15 14:00:34.467227,2026-01-15 14:00:34.607157,
2026-01-15 14:00:45.072911,2026-01-15 14:00:43.414419,2026-01-15 14:00:44.071925,H,3,YES,0.679,,,2026-01-15 14:00:44.093349,,
2026-01-15 14:00:53.638220,2026-01-15 14:00:51.822436,2026-01-15 14:00:52.637372,VAH,"3,2,1",YES,0.968,0.980,1.000,2026-01-15 14:00:52.790344,2026-01-15 14:00:52.802551,2026-01-15 14:00:52.822158
2026-01-15 14:01:03.256762,2026-01-15 14:01:01.439125,2026-01-15 14:01:02.255876,AH,"2,3",YES,1.658,1.659,,2026-01-15 14:01:03.096747,2026-01-15 14:01:03.097926,
2026-01-15 14:01:13.665876,2026-01-15 14:01:11.840940,2026-01-15 14:01:12.665048,VAH,"3,2,1",YES,1.032,1.052,1.068,2026-01-15 14:01:12.872814,2026-01-15 14:01:12.893218,2026-01-15 14:01:12.909308
2026-01-15 14:01:21.788768,2026-01-15 14:01:20.131934,2026-01-15 14:01:20.788920,VH,,NO,,,,,,
2026-01-15 14:01:31.047379,2026-01-15 14:01:29.389121,2026-01-15 14:01:30.050965,H,3,YES,1.178,,,2026-01-15 14:01:30.566706,,
2026-01-15 14:01:38.998344,2026-01-15 14:01:37.184757,2026-01-15 14:01:37.997832,AH,"2,3",YES,1.207,1.471,,2026-01-15 14:01:38.392123,2026-01-15 14:01:38.655734,
2026-01-15 14:01:48.531576,2026-01-15 14:01:46.875472,2026-01-15 14:01:47.533116,VH,"3,1",YES,1.112,1.115,,2026-01-15 14:01:47.987050,2026-01-15 14:01:47.990037,
2026-01-15 14:01:55.789208,2026-01-15 14:01:54.132269,2026-01-15 14:01:54.789004,H,3,YES,0.993,,,2026-01-15 14:01:55.125173,,
2026-01-15 14:02:05.884101,2026-01-15 14:02:04.224804,2026-01-15 14:02:04.880155,H,3,YES,0.699,,,2026-01-15 14:02:04.923522,,
2026-01-15 14:02:12.213660,2026-01-15 14:02:10.692463,2026-01-15 14:02:11.212752,V,1,YES,0.643,,,2026-01-15 14:02:11.335040,,
2026-01-15 14:02:19.818837,2026-01-15 14:02:18.304652,2026-01-15 14:02:18.822119,V,1,YES,0.570,,,2026-01-15 14:02:18.874171,,
2026-01-15 14:02:26.987908,2026-01-15 14:02:25.328766,2026-01-15 14:02:25.987118,A,3,NO,0.817,,,2026-01-15 14:02:26.145534,,
2026-01-15 14:02:33.639396,2026-01-15 14:02:31.824643,2026-01-15 14:02:32.638483,VAH,"2,1",NO,1.128,1.201,,2026-01-15 14:02:32.952832,2026-01-15 14:02:33.025866,
2026-01-15 14:02:41.683508,2026-01-15 14:02:40.028121,2026-01-15 14:02:40.686878,VH,"3,1",YES,1.507,1.509,,2026-01-15 14:02:41.535342,2026-01-15 14:02:41.536785,
2026-01-15 14:02:50.037308,2026-01-15 14:02:48.369053,2026-01-15 14:02:49.036697,VA,"2,1",YES,1.350,1.351,,2026-01-15 14:02:49.718816,2026-01-15 14:02:49.719817,
2026-01-15 14:03:00.330813,2026-01-15 14:02:58.669985,2026-01-15 14:02:59.330975,VH,"1,3",YES,1.212,1.214,,2026-01-15 14:02:59.882157,2026-01-15 14:02:59.884414,
2026-01-15 14:03:07.227466,2026-01-15 14:03:05.414247,2026-01-15 14:03:06.226965,AH,"2,3",YES,1.320,1.322,,2026-01-15 14:03:06.734444,2026-01-15 14:03:06.736171,
2026-01-15 14:03:16.320154,2026-01-15 14:03:14.661480,2026-01-15 14:03:15.316911,VH,"3,1",YES,1.584,1.589,,2026-01-15 14:03:16.245722,2026-01-15 14:03:16.250574,
2026-01-15 14:03:23.711652,2026-01-15 14:03:21.893631,2026-01-15 14:03:22.710951,AH,,NO,,,,,,
2026-01-15 14:03:31.940621,2026-01-15 14:03:30.283995,2026-01-15 14:03:30.939901,A,2,YES,1.140,,,2026-01-15 14:03:31.424021,,
2026-01-15 14:03:42.500821,2026-01-15 14:03:40.989829,2026-01-15 14:03:41.497441,V,1,YES,0.595,,,2026-01-15 14:03:41.585116,,
2026-01-15 14:03:54.168380,2026-01-15 14:03:52.347716,2026-01-15 14:03:53.167586,VAH,"3,1",NO,1.373,1.381,,2026-01-15 14:03:53.720984,2026-01-15 14:03:53.728283,
2026-01-15 14:04:01.976188,2026-01-15 14:04:00.162297,2026-01-15 14:04:00.975472,AH,"2,3",YES,1.295,1.297,,2026-01-15 14:04:01.457546,2026-01-15 14:04:01.459665,
2026-01-15 14:04:08.822124,2026-01-15 14:04:07.161257,2026-01-15 14:04:07.821304,H,3,YES,1.325,,,2026-01-15 14:04:08.485857,,
2026-01-15 14:04:18.272988,2026-01-15 14:04:16.614130,2026-01-15 14:04:17.272346,A,2,YES,1.101,,,2026-01-15 14:04:17.715306,,
2026-01-15 14:04:26.996539,2026-01-15 14:04:25.328769,2026-01-15 14:04:25.995693,VA,"2,1",YES,1.372,1.406,,2026-01-15 14:04:26.701049,2026-01-15 14:04:26.734357,
2026-01-15 14:04:36.567361,2026-01-15 14:04:34.908049,2026-01-15 14:04:35.566751,VA,"2,1",YES,1.221,1.245,,2026-01-15 14:04:36.128748,2026-01-15 14:04:36.153275,
2026-01-15 14:04:43.523522,2026-01-15 14:04:41.860868,2026-01-15 14:04:42.519871,VH,"3,1",YES,1.287,1.294,,2026-01-15 14:04:43.148021,2026-01-15 14:04:43.154912,
2026-01-15 14:04:54.185614,2026-01-15 14:04:52.527693,2026-01-15 14:04:53.189462,VH,,NO,,,,,,
2026-01-15 14:05:02.457518,2026-01-15 14:05:00.649430,2026-01-15 14:05:01.456714,VAH,"2,1",NO,1.399,1.399,,2026-01-15 14:05:02.048139,2026-01-15 14:05:02.048317,
2026-01-15 14:05:10.125828,2026-01-15 14:05:08.607941,2026-01-15 14:05:09.125398,V,1,YES,0.863,,,2026-01-15 14:05:09.470919,,
2026-01-15 14:05:18.843590,2026-01-15 14:05:17.179581,2026-01-15 14:05:17.843003,VA,"2,1",YES,1.180,1.216,,2026-01-15 14:05:18.359906,2026-01-15 14:05:18.395956,
2026-01-15 14:05:27.634688,2026-01-15 14:05:26.124385,2026-01-15 14:05:26.631537,V,1,YES,0.503,,,2026-01-15 14:05:26.627699,,
2026-01-15 14:05:36.792976,2026-01-15 14:05:35.134724,2026-01-15 14:05:35.789934,VH,"1,3",YES,1.203,1.205,,2026-01-15 14:05:36.337458,2026-01-15 14:05:36.339462,
2026-01-15 14:05:44.818933,2026-01-15 14:05:43.164729,2026-01-15 14:05:43.818375,VA,"2,1",YES,1.269,1.270,,2026-01-15 14:05:44.434111,2026-01-15 14:05:44.434247,
2026-01-15 14:05:55.110768,2026-01-15 14:05:53.451986,2026-01-15 14:05:54.110051,A,2,YES,1.076,,,2026-01-15 14:05:54.527540,,
2026-01-15 14:06:01.243230,2026-01-15 14:05:59.583832,2026-01-15 14:06:00.242541,A,2,YES,0.881,,,2026-01-15 14:06:00.464435,,
2026-01-15 14:06:10.756703,2026-01-15 14:06:09.089568,2026-01-15 14:06:09.755976,VA,"1,2",YES,1.322,1.323,,2026-01-15 14:06:10.411157,2026-01-15 14:06:10.412378,
2026-01-15 14:06:20.671004,2026-01-15 14:06:19.152739,2026-01-15 14:06:19.670506,V,1,YES,0.748,,,2026-01-15 14:06:19.900577,,
2026-01-15 14:06:28.258934,2026-01-15 14:06:26.470400,2026-01-15 14:06:27.258175,AH,"2,3",YES,1.392,1.392,,2026-01-15 14:06:27.862311,2026-01-15 14:06:27.862534,
2026-01-15 14:06:38.767859,2026-01-15 14:06:37.106732,2026-01-15 14:06:37.767114,A,2,YES,1.022,,,2026-01-15 14:06:38.128989,,
2026-01-15 14:06:50.434445,2026-01-15 14:06:48.623323,2026-01-15 14:06:49.435168,AH,,NO,,,,,,
