TrialEndTime,StimulusOnsetTime,StimulusOffsetTime,Stimulus,KeysPressed,FeltCorrectly,RT1_seconds,RT2_seconds,RT3_seconds,Keypress1_Timestamp,Keypress2_Timestamp,Keypress3_Timestamp
2025-12-31 20:18:28.100224,2025-12-31 20:18:26.075982,2025-12-31 20:18:26.594452,VH,,NO,,,,,,
2025-12-31 20:18:38.367227,2025-12-31 20:18:36.357599,2025-12-31 20:18:36.865697,VH,,NO,,,,,,
2025-12-31 20:18:46.528695,2025-12-31 20:18:44.406764,2025-12-31 20:18:45.026732,VA,,NO,,,,,,
