TrialEndTime,StimulusOnsetTime,StimulusOffsetTime,Stimulus,KeysPressed,FeltCorrectly,RT1_seconds,RT2_seconds,RT3_seconds,Keypress1_Timestamp,Keypress2_Timestamp,Keypress3_Timestamp
2026-01-15 13:31:25.199082,2026-01-15 13:31:23.545171,2026-01-15 13:31:24.198325,A,2,YES,0.965,,,2026-01-15 13:31:24.509816,,
2026-01-15 13:31:36.124273,2026-01-15 13:31:34.469698,2026-01-15 13:31:35.125663,H,3,YES,0.594,,,2026-01-15 13:31:35.063411,,
2026-01-15 13:31:43.767587,2026-01-15 13:31:41.954157,2026-01-15 13:31:42.766761,AH,"2,3",YES,0.861,0.958,,2026-01-15 13:31:42.815061,2026-01-15 13:31:42.911748,
2026-01-15 13:31:54.261693,2026-01-15 13:31:52.452911,2026-01-15 13:31:53.265436,AH,"2,3",YES,0.808,0.933,,2026-01-15 13:31:53.260851,2026-01-15 13:31:53.386398,
2026-01-15 13:32:01.085163,2026-01-15 13:31:59.421297,2026-01-15 13:32:00.084427,VA,"1,2",YES,1.004,1.069,,2026-01-15 13:32:00.425213,2026-01-15 13:32:00.490646,
2026-01-15 13:32:09.880963,2026-01-15 13:32:08.060114,2026-01-15 13:32:08.878380,VAH,"1,2,3",YES,0.974,1.043,1.120,2026-01-15 13:32:09.033628,2026-01-15 13:32:09.102617,2026-01-15 13:32:09.180567
2026-01-15 13:32:19.408640,2026-01-15 13:32:17.743087,2026-01-15 13:32:18.410319,VA,"1,2",YES,0.811,0.869,,2026-01-15 13:32:18.554580,2026-01-15 13:32:18.611894,
2026-01-15 13:32:29.816856,2026-01-15 13:32:28.145730,2026-01-15 13:32:28.816264,VA,"1,2",YES,0.736,0.854,,2026-01-15 13:32:28.882067,2026-01-15 13:32:28.999358,
2026-01-15 13:32:38.699413,2026-01-15 13:32:37.037971,2026-01-15 13:32:37.698679,A,2,YES,0.942,,,2026-01-15 13:32:37.980159,,
2026-01-15 13:32:47.038332,2026-01-15 13:32:45.380266,2026-01-15 13:32:46.038047,H,3,YES,0.537,,,2026-01-15 13:32:45.917271,,
2026-01-15 13:32:56.568155,2026-01-15 13:32:54.906790,2026-01-15 13:32:55.565746,H,3,YES,0.674,,,2026-01-15 13:32:55.580661,,
2026-01-15 13:33:02.957477,2026-01-15 13:33:01.296319,2026-01-15 13:33:01.956916,H,3,YES,0.661,,,2026-01-15 13:33:01.957228,,
2026-01-15 13:33:09.823756,2026-01-15 13:33:08.168523,2026-01-15 13:33:08.823630,A,2,YES,0.766,,,2026-01-15 13:33:08.934904,,
2026-01-15 13:33:16.466091,2026-01-15 13:33:14.812341,2026-01-15 13:33:15.465359,A,2,YES,0.846,,,2026-01-15 13:33:15.658361,,
2026-01-15 13:33:25.469312,2026-01-15 13:33:23.809276,2026-01-15 13:33:24.468527,H,3,YES,0.615,,,2026-01-15 13:33:24.423898,,
2026-01-15 13:33:35.479581,2026-01-15 13:33:33.961128,2026-01-15 13:33:34.475491,V,1,YES,0.703,,,2026-01-15 13:33:34.663713,,
2026-01-15 13:33:45.168174,2026-01-15 13:33:43.362581,2026-01-15 13:33:44.167492,AH,"2,3,2",NO,1.097,1.138,1.610,2026-01-15 13:33:44.459397,2026-01-15 13:33:44.500690,2026-01-15 13:33:44.972386
2026-01-15 13:33:54.282350,2026-01-15 13:33:52.622453,2026-01-15 13:33:53.281422,VH,"1,3",YES,0.935,1.033,,2026-01-15 13:33:53.557603,2026-01-15 13:33:53.655751,
2026-01-15 13:34:03.185543,2026-01-15 13:34:01.526250,2026-01-15 13:34:02.184464,VH,"1,2",NO,0.859,1.008,,2026-01-15 13:34:02.385178,2026-01-15 13:34:02.534741,
2026-01-15 13:34:11.209632,2026-01-15 13:34:09.573053,2026-01-15 13:34:10.208922,A,2,YES,0.840,,,2026-01-15 13:34:10.413416,,
2026-01-15 13:34:21.931653,2026-01-15 13:34:20.275957,2026-01-15 13:34:20.930067,VH,"1,3",YES,0.881,0.930,,2026-01-15 13:34:21.157257,2026-01-15 13:34:21.206425,
2026-01-15 13:34:29.554656,2026-01-15 13:34:27.743613,2026-01-15 13:34:28.553861,AH,"2,3",YES,1.599,1.724,,2026-01-15 13:34:29.342332,2026-01-15 13:34:29.467761,
2026-01-15 13:34:37.981429,2026-01-15 13:34:36.323758,2026-01-15 13:34:36.980730,A,2,YES,0.863,,,2026-01-15 13:34:37.186722,,
2026-01-15 13:34:47.436510,2026-01-15 13:34:45.778789,2026-01-15 13:34:46.436354,VH,"1,3",YES,1.218,1.348,,2026-01-15 13:34:46.997106,2026-01-15 13:34:47.127034,
2026-01-15 13:34:56.919672,2026-01-15 13:34:55.258339,2026-01-15 13:34:55.919837,H,3,YES,0.600,,,2026-01-15 13:34:55.858409,,
2026-01-15 13:35:07.522831,2026-01-15 13:35:05.714879,2026-01-15 13:35:06.522007,VAH,"1,2,3",YES,1.083,1.179,1.215,2026-01-15 13:35:06.797730,2026-01-15 13:35:06.894305,2026-01-15 13:35:06.929704
2026-01-15 13:35:17.515556,2026-01-15 13:35:15.862739,2026-01-15 13:35:16.519284,VA,"1,2",YES,0.821,0.980,,2026-01-15 13:35:16.683502,2026-01-15 13:35:16.842602,
2026-01-15 13:35:26.365752,2026-01-15 13:35:24.732981,2026-01-15 13:35:25.365164,A,2,YES,0.890,,,2026-01-15 13:35:25.623330,,
2026-01-15 13:35:36.683215,2026-01-15 13:35:34.865349,2026-01-15 13:35:35.682385,VAH,"1,2,3",YES,0.871,0.960,1.164,2026-01-15 13:35:35.736491,2026-01-15 13:35:35.825285,2026-01-15 13:35:36.029616
2026-01-15 13:35:44.772660,2026-01-15 13:35:43.118839,2026-01-15 13:35:43.771938,A,2,YES,0.916,,,2026-01-15 13:35:44.034506,,
2026-01-15 13:35:52.664823,2026-01-15 13:35:51.005435,2026-01-15 13:35:51.664002,H,3,YES,0.771,,,2026-01-15 13:35:51.776060,,
2026-01-15 13:36:01.629866,2026-01-15 13:35:59.820178,2026-01-15 13:36:00.629086,VAH,"1,2,3",YES,1.079,1.162,1.283,2026-01-15 13:36:00.898888,2026-01-15 13:36:00.982544,2026-01-15 13:36:01.103283
2026-01-15 13:36:09.765446,2026-01-15 13:36:08.252084,2026-01-15 13:36:08.765976,V,"2,1",NO,0.740,1.047,,2026-01-15 13:36:08.992155,2026-01-15 13:36:09.298958,
2026-01-15 13:36:18.812449,2026-01-15 13:36:17.151728,2026-01-15 13:36:17.811234,H,3,YES,0.676,,,2026-01-15 13:36:17.827680,,
2026-01-15 13:36:28.603892,2026-01-15 13:36:27.089441,2026-01-15 13:36:27.603327,V,1,YES,0.655,,,2026-01-15 13:36:27.744214,,
2026-01-15 13:36:36.631358,2026-01-15 13:36:35.115279,2026-01-15 13:36:35.632671,V,1,YES,0.561,,,2026-01-15 13:36:35.676060,,
2026-01-15 13:36:43.581549,2026-01-15 13:36:41.914348,2026-01-15 13:36:42.580802,VA,"1,2",YES,0.853,0.963,,2026-01-15 13:36:42.767087,2026-01-15 13:36:42.876917,
2026-01-15 13:36:53.177174,2026-01-15 13:36:51.520290,2026-01-15 13:36:52.176006,VH,"1,3",YES,1.073,1.182,,2026-01-15 13:36:52.592863,2026-01-15 13:36:52.702188,
2026-01-15 13:37:00.832962,2026-01-15 13:36:59.172201,2026-01-15 13:36:59.831846,VH,"1,3",YES,0.914,1.032,,2026-01-15 13:37:00.085838,2026-01-15 13:37:00.203788,
2026-01-15 13:37:08.421306,2026-01-15 13:37:06.759063,2026-01-15 13:37:07.419375,VH,"1,3",YES,0.704,0.838,,2026-01-15 13:37:07.463183,2026-01-15 13:37:07.597277,
2026-01-15 13:37:17.213888,2026-01-15 13:37:15.553631,2026-01-15 13:37:16.213405,A,2,YES,0.905,,,2026-01-15 13:37:16.459116,,
2026-01-15 13:37:26.255473,2026-01-15 13:37:24.419945,2026-01-15 13:37:25.257449,VAH,"1,2,3",YES,0.818,0.928,1.053,2026-01-15 13:37:25.237865,2026-01-15 13:37:25.347709,2026-01-15 13:37:25.473347
2026-01-15 13:37:36.603776,2026-01-15 13:37:34.798297,2026-01-15 13:37:35.602982,AH,"1,2,3",NO,0.895,1.004,1.200,2026-01-15 13:37:35.693726,2026-01-15 13:37:35.802385,2026-01-15 13:37:35.998270
2026-01-15 13:37:44.394958,2026-01-15 13:37:42.578870,2026-01-15 13:37:43.394126,AH,"2,3",YES,1.642,1.744,,2026-01-15 13:37:44.220778,2026-01-15 13:37:44.322988,
2026-01-15 13:37:53.764125,2026-01-15 13:37:51.952713,2026-01-15 13:37:52.763336,VAH,"1,2,3",YES,0.765,0.842,0.969,2026-01-15 13:37:52.717930,2026-01-15 13:37:52.794346,2026-01-15 13:37:52.922074
2026-01-15 13:38:02.801946,2026-01-15 13:38:01.128318,2026-01-15 13:38:01.801274,A,,NO,,,,,,
